label,sample_id,timestamp_ms,ax,ay,az,gx,gy,gz
wave_right,0,811356,0.4661,1.0916,-0.0344,-32.2137,-148.1298,-28.7557
wave_right,0,811376,0.5305,1.0586,-0.0479,-41.855,-144.0763,-18.4809
wave_right,0,811396,0.542,0.9849,-0.0708,-46.4122,-131.458,-22.0992
wave_right,0,811416,0.5249,1.0132,-0.0378,-48.2519,-117.9466,-11.6489
wave_right,0,811436,0.52,0.9868,-0.0327,-53.1145,-108.2519,2.8168
wave_right,0,811456,0.5134,0.8918,0.0071,-58.7023,-104.7939,8.4275
wave_right,0,811476,0.4985,0.8481,0.0151,-61.1527,-106.0076,9.4656
wave_right,0,811496,0.4915,0.8345,0.0391,-58.4962,-102.855,8.1069
wave_right,0,811516,0.489,0.844,0.0491,-55.7176,-102.9389,4.3664
wave_right,0,811536,0.4751,0.8657,0.0676,-56.0916,-103.9389,7.1527
wave_right,0,811556,0.4919,0.8252,0.063,-56.1679,-114.1145,4.5725
wave_right,0,811576,0.5513,0.8,0.021,-53.2443,-109.3282,-9.2901
wave_right,0,811596,0.5593,0.8726,0.0269,-50.7557,-105.9313,-8.2519
wave_right,0,811616,0.554,0.8425,0.0562,-51.8244,-102.3511,-5.0534
wave_right,0,811636,0.5132,0.8574,0.1292,-50.9847,-104.0229,-8.2443
wave_right,0,811656,0.5747,0.887,0.0764,-52.9542,-111.542,-2.6565
wave_right,0,811676,0.6499,0.8064,0.0259,-56.1985,-103.2519,-4.6641
wave_right,0,811696,0.6445,0.8093,0.0664,-55.229,-93.687,-11.771
wave_right,0,811716,0.6069,0.8279,0.0964,-50.7634,-86.9542,-7.5954
wave_right,0,811736,0.6265,0.9075,0.0776,-53.1985,-84.2519,1.7634
wave_right,0,811756,0.658,0.8823,0.0864,-59.687,-80.5573,17.6031
wave_right,1,813960,0.7205,-0.2031,0.8574,91.6031,-56.2366,-162.9542
wave_right,1,813980,0.7234,-0.0432,0.9326,98.6489,-50.7252,-176.1603
wave_right,1,814000,0.7373,0.002,0.8752,109.9008,-53.6412,-186.8092
wave_right,1,814020,0.7639,0.1719,0.8142,113.0534,-46.4962,-182.0763
wave_right,1,814040,0.7642,0.3403,0.751,112.0229,-35.1603,-150.0992
wave_right,1,814060,0.782,0.3193,0.6426,104.8779,-17.084,-141.3435
wave_right,1,814080,0.7383,0.2744,0.6462,109.1679,-10.0916,-159.0763
wave_right,1,814100,0.6472,0.5537,0.656,106.7405,-3.4962,-143.8015
wave_right,1,814120,0.5784,0.7097,0.5337,104.0382,2.3435,-93.3282
wave_right,1,814140,0.5603,0.6321,0.5056,100.6107,3.3969,-71.0382
wave_right,1,814160,0.4705,0.6375,0.6228,82.3282,0.4885,-97.4885
wave_right,1,814180,0.3301,0.8896,0.5312,85.5038,-16.1298,-92.7786
wave_right,1,814200,0.2744,0.9958,0.4924,68.0611,-39.9313,-68.5573
wave_right,1,814220,0.2007,0.9473,0.4697,51.1832,-57.2443,-91.313
wave_right,1,814240,0.1511,1.0403,0.5022,24.2366,-96.4046,-101.9847
wave_right,1,814260,0.2129,1.158,0.3662,6.3282,-121.771,-106.4427
wave_right,1,814280,0.2615,1.1726,0.2739,-6.2443,-123.2977,-83.542
wave_right,1,814300,0.1743,1.0654,0.2178,-16.0611,-135.8168,-79.5496
wave_right,1,814320,0.198,1.0723,0.1382,-22.4122,-143.2519,-89.3588
wave_right,1,814340,0.2246,1.1033,0.1777,-33.4504,-158.2672,-84.3969
wave_right,1,814360,0.2715,1.0718,0.1108,-41.6565,-179.7939,-71.7481
wave_right,1,814380,0.3416,0.991,0.0007,-45.5191,-195.7328,-64.458
wave_right,1,814400,0.4009,0.9634,-0.1326,-47.8702,-185.5954,-71.7481
wave_right,1,814420,0.4617,1.0334,-0.1255,-47.5267,-183.1069,-61.9618
wave_right,1,814440,0.5432,0.929,-0.0859,-44.0382,-181.5038,-47.1527
wave_right,1,814460,0.5671,1.0244,-0.1826,-48.8626,-169.9618,-27.626
wave_right,1,814480,0.624,0.9431,-0.2427,-56.626,-149.9466,-14.6031
wave_right,1,814500,0.5876,0.9048,-0.1484,-59.4733,-132.0611,-16.8397
wave_right,1,814520,0.5181,0.8755,-0.0513,-63.1908,-119.1527,-22.1679
wave_right,1,814540,0.4807,0.8982,-0.0466,-64.1221,-121.8931,-4.5038
wave_right,1,814560,0.5063,0.8831,-0.0093,-67.0229,-128.5114,17.4886
wave_right,1,814580,0.5625,0.7395,-0.0142,-68.458,-127.5038,15.687
wave_right,1,814600,0.5725,0.7263,-0.0168,-66.9466,-118.916,-5.8931
wave_right,1,814620,0.5757,0.833,0.0183,-62.1832,-115.3511,-2.1603
wave_right,1,814640,0.6746,0.8462,0.031,-61.9695,-112.1298,18.4809
wave_right,1,814660,0.707,0.7551,0.0164,-66.687,-98.5725,22.0
wave_right,1,814680,0.6997,0.7625,0.0547,-62.9008,-85.6947,29.4504
wave_right,1,814700,0.7273,0.7974,0.0706,-61.5115,-76.1832,44.9847
wave_right,1,814720,0.7715,0.6648,0.1172,-61.1985,-64.4275,43.1679
wave_right,1,814740,0.7852,0.7024,0.145,-58.626,-51.0611,35.9313
wave_right,1,814760,0.7817,0.8254,0.1436,-62.0611,-43.3664,59.4122
wave_right,1,814780,0.8064,0.6428,0.2002,-68.084,-32.2977,85.9084
wave_right,1,814800,0.74,0.4893,0.2769,-67.5115,-24.4504,81.2214
wave_right,1,814820,0.7678,0.5325,0.3147,-58.2748,-32.2672,71.2519
wave_right,1,814840,0.8291,0.6707,0.2703,-58.7252,-33.8702,75.4046
wave_right,1,814860,0.9312,0.8093,0.1436,-66.1679,-8.626,137.4275
wave_right,1,814880,0.9214,0.3574,0.175,-66.229,31.5038,171.229
wave_right,1,814900,0.8271,0.2266,0.3726,-60.1832,43.9466,139.687
wave_right,1,814920,0.865,0.3437,0.3899,-55.9084,26.3511,120.8855
wave_right,1,814940,0.939,0.6082,0.3513,-68.6947,25.855,168.1298
wave_right,2,817126,0.5732,-0.0693,1.0928,42.5038,-20.2443,-34.145
wave_right,2,817146,0.5898,-0.1216,1.1199,60.0763,-27.7557,-55.0382
wave_right,2,817166,0.5884,-0.072,1.0762,80.2366,-33.3053,-72.5573
wave_right,2,817186,0.606,-0.0579,0.989,94.3664,-35.1603,-76.1527
wave_right,2,817206,0.6045,0.0034,1.0139,107.4198,-27.0305,-91.7557
wave_right,2,817226,0.5916,0.1445,0.9875,122.5496,-29.3664,-90.5573
wave_right,2,817246,0.5972,0.2593,0.8979,123.9695,-32.5725,-79.0687
wave_right,2,817266,0.5835,0.3455,0.8132,123.4809,-30.8779,-65.9466
wave_right,2,817286,0.5935,0.3752,0.6572,121.2443,-20.3969,-75.3893
wave_right,2,817306,0.5959,0.5442,0.6287,119.6183,-21.7099,-69.2595
wave_right,2,817326,0.5293,0.5491,0.6257,110.8473,-28.2061,-73.8779
wave_right,2,817346,0.4751,0.5901,0.5474,95.3511,-36.9466,-104.2824
wave_right,2,817366,0.4138,0.6626,0.373,86.1145,-32.313,-138.6641
wave_right,2,817386,0.2024,1.0613,0.5437,76.2824,-57.2061,-137.458
wave_right,2,817406,0.2964,1.0427,0.4287,50.7481,-99.9847,-113.7863
wave_right,2,817426,0.2651,0.9797,0.2292,39.771,-102.5496,-112.3664
wave_right,2,817446,0.0903,1.051,0.1985,34.5573,-95.8931,-106.1679
wave_right,2,817466,0.0479,1.1287,0.229,29.771,-117.7863,-118.313
wave_right,2,817486,0.1013,1.2622,0.1624,16.5878,-151.6718,-94.4427
wave_right,2,817506,0.1401,1.2029,0.0901,1.6489,-171.2214,-72.3053
wave_right,2,817526,0.1199,1.2563,-0.0269,-17.8779,-186.084,-57.1679
wave_right,2,817546,0.1746,1.1411,-0.0918,-30.2672,-187.687,-50.4046
wave_right,2,817566,0.197,1.085,-0.0244,-31.5802,-189.8702,-54.7863
wave_right,2,817586,0.2217,1.1785,-0.0828,-41.5649,-211.2214,-59.0763
wave_right,2,817606,0.2905,1.2219,-0.1921,-57.0305,-224.1221,-60.6794
wave_right,2,817626,0.3486,1.2551,-0.2434,-72.3588,-218.1985,-30.2519
wave_right,2,817646,0.4419,1.2256,-0.3389,-87.1069,-207.1145,15.6641
wave_right,2,817666,0.4656,0.9963,-0.3408,-92.6641,-184.8855,29.855
wave_right,2,817686,0.4827,0.8442,-0.2578,-100.2672,-178.3206,14.542
wave_right,2,817706,0.5139,0.8293,-0.2241,-103.0992,-184.8321,-2.5115
wave_right,2,817726,0.5647,0.8425,-0.2498,-100.2443,-186.8473,5.0382
wave_right,2,817746,0.6526,0.7412,-0.2812,-94.1221,-174.5267,20.4122
wave_right,2,817766,0.7034,0.582,-0.198,-87.1832,-156.1221,2.6641
wave_right,2,817786,0.7195,0.6716,-0.1399,-73.2748,-150.0382,-12.0
wave_right,2,817806,0.7485,0.7708,-0.1089,-68.5343,-144.7863,0.7252
wave_right,2,817826,0.8374,0.7083,-0.0884,-70.9924,-135.3282,11.0534
wave_right,2,817846,0.8782,0.7041,-0.0149,-74.5343,-123.7328,18.0916
wave_right,2,817866,0.8931,0.592,0.0151,-71.1985,-104.0153,23.1374
wave_right,2,817886,0.8484,0.521,0.0601,-58.7786,-86.0534,22.9237
wave_right,2,817906,0.835,0.5947,0.1125,-47.1145,-74.5038,20.3359
wave_right,2,817926,0.895,0.6038,0.1165,-45.0992,-66.5878,19.4122
wave_right,2,817946,0.9187,0.6687,0.1194,-46.687,-54.5267,35.5802
wave_right,2,817966,0.939,0.6414,0.1206,-43.9084,-36.8397,62.0076
wave_right,2,817986,0.9524,0.5681,0.1514,-38.2901,-11.9924,81.2061
wave_right,2,818006,1.0015,0.5613,0.1575,-30.9466,12.3359,94.145
wave_right,2,818026,1.0068,0.4277,0.1321,-30.374,38.6794,79.1069
wave_right,2,818046,0.9163,0.4932,0.2209,-25.9618,61.7176,66.7786
wave_right,2,818066,0.8787,0.6472,0.2695,-22.3282,67.9542,85.3053
wave_right,2,818086,0.8962,0.5498,0.3486,-26.5344,67.9084,87.6336
wave_right,2,818106,0.8694,0.541,0.4285,-27.1069,69.3893,81.4275
wave_right,3,819862,0.5725,-0.2656,0.9792,32.6107,-53.4046,-20.4809
wave_right,3,819882,0.6118,-0.2578,0.9956,40.1908,-57.9847,-29.3817
wave_right,3,819902,0.6267,-0.3899,0.9851,54.2137,-60.5191,-45.4885
wave_right,3,819922,0.6304,-0.4041,1.0085,75.1374,-63.0992,-85.6489
wave_right,3,819942,0.6182,-0.3284,0.9993,93.2901,-68.0687,-108.3282
wave_right,3,819962,0.6289,-0.2844,0.9312,110.9847,-68.2977,-124.3511
wave_right,3,819982,0.626,-0.2795,0.854,131.0534,-64.5725,-138.084
wave_right,3,820002,0.6772,-0.1909,0.8096,154.4198,-56.6947,-167.3893
wave_right,3,820022,0.7249,0.0576,0.8367,174.2672,-53.6336,-179.7786
wave_right,3,820042,0.7373,0.1284,0.6809,195.6183,-45.626,-186.1985
wave_right,3,820062,0.7439,0.3235,0.603,201.2748,-22.6031,-179.9542
wave_right,3,820082,0.7419,0.4529,0.6133,196.7863,0.0305,-178.687
wave_right,3,820102,0.7866,0.7012,0.5276,202.4275,12.2824,-145.6947
wave_right,3,820122,0.6824,0.7488,0.51,196.1603,35.458,-142.1756
wave_right,3,820142,0.3599,1.2996,0.7732,155.5802,1.3282,-108.2061
wave_right,3,820162,0.3928,0.9653,0.5117,107.3817,-32.1298,-59.8702
wave_right,3,820182,0.4097,0.938,0.4058,80.5725,-40.5267,-96.8092
wave_right,3,820202,0.1672,1.0825,0.4802,55.5191,-64.6565,-102.3053
wave_right,3,820222,0.0291,1.1047,0.3157,36.7481,-82.9618,-116.2901
wave_right,3,820242,0.0005,1.2026,0.116,19.9695,-97.0534,-116.1908
wave_right,3,820262,-0.1289,1.293,0.2385,8.542,-118.4046,-71.3664
wave_right,3,820282,-0.1975,1.0847,0.3091,-10.8779,-171.458,-67.6489
wave_right,3,820302,-0.0916,1.1021,-0.0117,-33.2595,-218.6565,-94.3969
wave_right,3,820322,0.1206,1.2444,-0.2263,-44.1527,-207.374,-76.4504
wave_right,3,820342,0.1487,1.1204,-0.0667,-50.5191,-195.7176,-34.9847
wave_right,3,820362,0.1313,1.0903,-0.0757,-55.7786,-211.2748,-44.0458
wave_right,3,820382,0.187,1.1858,-0.2605,-70.3893,-227.5573,-29.9847
wave_right,3,820402,0.3833,1.0708,-0.3884,-86.1908,-208.6031,0.5191
wave_right,3,820422,0.5747,0.9517,-0.3379,-96.5802,-184.1527,-19.7176
wave_right,3,820442,0.5566,1.0332,-0.2283,-97.4962,-171.0916,-9.7634
wave_right,3,820462,0.5054,1.0093,-0.2292,-110.3511,-179.4733,13.3359
wave_right,3,820482,0.5173,0.9436,-0.2681,-116.1374,-177.0,18.4122
wave_right,3,820502,0.5596,0.8379,-0.1846,-113.7176,-169.145,34.3511
wave_right,3,820522,0.6208,0.7114,-0.1907,-112.0611,-167.6336,14.7023
wave_right,3,820542,0.6702,0.7576,-0.2009,-106.5954,-160.8931,16.0458
wave_right,3,820562,0.696,0.7354,-0.2146,-94.1603,-136.9847,22.1603
wave_right,3,820582,0.7227,0.7249,-0.0796,-88.9084,-120.0458,18.7939
wave_right,3,820602,0.7158,0.6738,0.0007,-90.2748,-118.5954,8.8702
wave_right,3,820622,0.7161,0.7249,-0.0002,-88.458,-115.8092,12.626
wave_right,3,820642,0.7556,0.6243,0.0449,-87.4046,-110.3282,27.3511
wave_right,3,820662,0.7664,0.5461,0.0481,-77.9313,-89.7939,22.8626
wave_right,3,820682,0.7534,0.5854,0.1206,-67.8321,-80.2443,17.5954
wave_right,3,820702,0.7915,0.5842,0.167,-64.0153,-75.4046,20.4427
wave_right,3,820722,0.8037,0.5461,0.1975,-59.0305,-68.5496,10.6489
wave_right,3,820742,0.802,0.5854,0.2146,-51.5496,-60.4504,10.0
wave_right,3,820762,0.8174,0.6145,0.2195,-46.4733,-53.4122,19.3969
wave_right,3,820782,0.8369,0.6145,0.2314,-46.0458,-45.1908,23.626
wave_right,3,820802,0.8401,0.5864,0.2898,-47.771,-36.0076,27.4275
wave_right,3,820822,0.843,0.4954,0.3359,-44.145,-34.9084,18.0916
wave_right,3,820842,0.8958,0.561,0.3025,-38.8855,-33.4427,16.3893
wave_right,4,822407,0.6453,-0.3533,1.0774,17.7405,-8.6336,-26.1985
wave_right,4,822427,0.6404,-0.3906,1.1299,39.9313,-12.8473,-46.0916
wave_right,4,822447,0.6262,-0.4004,1.1553,52.9389,-18.4733,-63.3435
wave_right,4,822467,0.6194,-0.489,1.2078,73.0916,-22.855,-87.5878
wave_right,4,822487,0.6377,-0.6843,1.0811,115.4351,-20.5954,-135.1832
wave_right,4,822507,0.5791,-0.3147,1.1533,155.6947,-18.8092,-172.5802
wave_right,4,822527,0.6221,-0.0957,1.1106,175.7023,-29.5725,-152.145
wave_right,4,822547,0.5981,-0.0149,0.9968,195.4962,-40.1069,-132.084
wave_right,4,822567,0.668,-0.0183,0.7537,205.0076,-34.5725,-166.5573
wave_right,4,822587,0.6365,0.3342,0.7676,187.7634,-19.1756,-202.3359
wave_right,4,822607,0.6853,0.4822,0.7187,183.9847,-8.855,-195.8015
wave_right,4,822627,0.5493,0.7795,0.72,180.771,-7.5038,-121.9466
wave_right,4,822647,0.5645,0.645,0.6047,165.1756,-13.8931,-69.6794
wave_right,4,822667,0.5664,0.5662,0.4199,157.1756,-13.1298,-65.3588
wave_right,4,822687,0.6272,0.5449,0.3918,144.0153,0.9847,-95.9695
wave_right,4,822707,0.5493,0.7507,0.3582,132.1756,8.771,-93.2366
wave_right,4,822727,0.4387,0.8701,0.397,120.3282,12.3817,-54.1069
wave_right,4,822747,0.3401,0.7781,0.3596,103.4809,2.8092,-38.7557
wave_right,4,822767,0.29,0.7068,-0.0801,99.7634,-7.2672,-64.8473
wave_right,4,822787,0.3691,1.0081,0.1265,86.8473,8.4962,-80.7634
wave_right,4,822807,0.134,1.1741,0.1438,69.8626,14.4733,-54.0687
wave_right,4,822827,0.0369,1.0242,0.1541,50.916,-21.4122,-47.8092
wave_right,4,822847,0.0239,1.0823,0.1084,31.8321,-65.542,-60.5267
wave_right,4,822867,0.0127,1.1775,0.0398,9.9389,-95.0229,-54.1527
wave_right,4,822887,0.0547,1.0935,-0.0229,-10.6489,-119.1527,-58.5878
wave_right,4,822907,0.0818,1.1563,-0.0168,-26.5954,-140.8015,-48.313
wave_right,4,822927,0.1143,1.1389,-0.0149,-44.084,-170.2519,-37.0382
wave_right,4,822947,0.179,1.1057,-0.063,-61.9847,-192.2061,-33.084
wave_right,4,822967,0.2546,1.1165,-0.1414,-79.229,-204.2595,-20.5267
wave_right,4,822987,0.3352,1.0452,-0.1345,-85.4809,-203.9542,-15.8626
wave_right,4,823007,0.4084,1.0125,-0.1169,-92.8092,-203.6107,-20.3893
wave_right,4,823027,0.4194,1.0103,-0.1436,-103.6412,-202.3512,-19.8779
wave_right,4,823047,0.4661,0.9561,-0.1497,-110.626,-199.0076,-15.2901
wave_right,4,823067,0.5437,0.9084,-0.1245,-113.9924,-186.6412,-1.5191
wave_right,4,823087,0.5615,0.8943,-0.0864,-114.458,-178.9466,3.0305
wave_right,4,823107,0.5764,0.8079,-0.0801,-112.2137,-168.6641,7.0305
wave_right,4,823127,0.5444,0.7788,-0.0139,-110.3893,-160.9084,3.0382
wave_right,4,823147,0.5464,0.7292,0.0359,-109.084,-165.7863,-1.687
wave_right,4,823167,0.5984,0.7217,0.0017,-105.9008,-165.7557,-6.9237
wave_right,4,823187,0.6116,0.7058,0.0339,-99.771,-157.626,-3.1069
wave_right,4,823207,0.6379,0.6975,0.0847,-98.0305,-156.8168,9.1374
wave_right,4,823227,0.6877,0.6235,0.0842,-92.2977,-151.8931,13.1985
wave_right,4,823247,0.7314,0.571,0.0735,-86.0458,-143.374,1.458
wave_right,4,823267,0.7427,0.6543,0.0933,-76.6183,-130.9008,-2.9466
wave_right,4,823287,0.8,0.6663,0.0981,-69.9084,-110.7405,18.2824
wave_right,4,823307,0.7852,0.6111,0.126,-64.542,-83.626,22.8397
wave_right,4,823327,0.7354,0.6201,0.219,-58.4351,-69.771,25.7176
wave_right,4,823347,0.7688,0.6958,0.2292,-59.229,-68.626,40.4046
wave_right,4,823367,0.8123,0.5798,0.2178,-62.9542,-61.7252,43.7405
wave_right,4,823387,0.8516,0.5459,0.1885,-62.3893,-45.7939,53.4809
wave_right,5,824992,0.5144,-0.104,1.1497,64.6641,-11.313,-52.9847
wave_right,5,825012,0.4822,-0.0632,1.2261,96.4657,-24.1832,-60.9542
wave_right,5,825032,0.5674,-0.1123,1.1094,124.4733,-31.3664,-63.626
wave_right,5,825052,0.5808,-0.0349,1.0757,159.1527,-24.8092,-82.2443
wave_right,5,825072,0.6191,0.2942,1.157,169.7328,-29.7481,-70.0611
wave_right,5,825092,0.6587,0.2351,1.0076,172.2519,-21.8244,-32.1603
wave_right,5,825112,0.5818,0.1772,0.9106,181.4962,-15.0763,-30.5267
wave_right,5,825132,0.6729,0.3657,0.9001,191.6031,-13.8168,-46.3282
wave_right,5,825152,0.6738,0.5334,0.7964,200.9389,-7.5191,-48.5115
wave_right,5,825172,0.5676,0.6426,0.6819,193.9542,-12.6718,-33.9695
wave_right,5,825192,0.5762,0.7925,0.5493,186.9924,-11.6947,-37.3893
wave_right,5,825212,0.5718,0.8564,0.3572,173.7557,-2.7939,-47.8321
wave_right,5,825232,0.488,1.022,0.3098,158.3969,12.084,-49.229
wave_right,5,825252,0.283,1.0525,0.3247,132.3664,-4.7557,-48.4351
wave_right,5,825272,0.1445,1.095,0.1577,105.6947,-24.7099,-60.5496
wave_right,5,825292,0.033,1.2104,0.0847,73.5496,-43.0305,-48.2443
wave_right,5,825312,-0.0774,1.1284,0.1199,53.1221,-64.4351,-37.0305
wave_right,5,825332,-0.1064,1.1213,0.0769,26.2214,-120.4351,-54.2214
wave_right,5,825352,-0.0225,1.0984,-0.0085,-19.3664,-187.7099,-102.5343
wave_right,5,825372,0.1943,1.291,-0.0598,-48.4351,-206.6412,-77.9389
wave_right,5,825392,0.3081,1.2285,-0.2019,-71.916,-187.7328,-60.8702
wave_right,5,825412,0.3293,1.1279,-0.0923,-71.7176,-174.4962,-39.9924
wave_right,5,825432,0.3367,1.1655,-0.0808,-85.916,-189.0382,-30.2214
wave_right,5,825452,0.4182,1.0647,-0.2263,-98.9084,-178.8092,-30.0076
wave_right,5,825472,0.4309,1.0288,-0.1824,-106.5954,-165.7099,-7.7557
wave_right,5,825492,0.4446,0.9229,-0.1357,-108.8626,-168.9008,-12.1374
wave_right,5,825512,0.4861,0.9226,-0.1423,-108.7099,-165.9618,-16.626
wave_right,5,825532,0.4211,0.9292,-0.1597,-114.2901,-167.2748,-3.6412
wave_right,5,825552,0.4783,0.8452,-0.1843,-107.9237,-151.2977,1.7099
wave_right,5,825572,0.4617,0.8074,-0.0605,-99.5725,-144.0229,3.313
wave_right,5,825592,0.48,0.7461,-0.0239,-92.9771,-152.3435,-4.1527
wave_right,5,825612,0.5295,0.8,-0.0845,-93.1298,-154.3893,-4.4198
wave_right,5,825632,0.5571,0.7595,-0.0515,-92.2519,-143.8244,2.3588
wave_right,5,825652,0.5757,0.7278,-0.0518,-89.3359,-129.5343,-5.6412
wave_right,5,825672,0.5859,0.7834,0.03,-88.2672,-122.5954,10.916
wave_right,5,825692,0.635,0.6826,0.0579,-91.4198,-124.5573,20.5267
wave_right,5,825712,0.6877,0.6406,0.0544,-88.3664,-118.458,22.7634
wave_right,5,825732,0.7021,0.6038,0.1055,-83.1832,-104.5038,25.1679
wave_right,5,825752,0.7434,0.5552,0.114,-74.2977,-91.2214,19.3969
wave_right,5,825772,0.7412,0.6277,0.1187,-66.2824,-72.8855,22.4046
wave_right,5,825792,0.6921,0.6008,0.1716,-60.3282,-58.2977,32.5878
wave_right,5,825812,0.6831,0.5969,0.251,-56.5115,-55.0611,37.4275
wave_right,5,825832,0.7378,0.6362,0.23,-56.4427,-55.8321,39.6412
wave_right,5,825852,0.7693,0.613,0.2502,-56.7176,-46.9695,43.687
wave_right,5,825872,0.7556,0.5728,0.2527,-55.4351,-33.2824,49.5115
wave_right,5,825892,0.75,0.5933,0.2852,-51.8626,-27.7786,54.3206
wave_right,5,825912,0.7568,0.5378,0.2522,-53.1374,-23.6336,53.8702
wave_right,5,825932,0.8,0.5359,0.3201,-55.9084,-24.4809,62.0153
wave_right,5,825952,0.8474,0.5752,0.356,-59.0611,-21.7939,87.0611
wave_right,5,825972,0.9321,0.481,0.2708,-60.2901,-4.3511,111.855
wave_right,6,827527,0.2515,-0.9282,1.3528,77.3893,-40.5038,-166.1298
wave_right,6,827547,0.1831,-0.3982,1.4338,98.1145,-83.5954,-208.916
wave_right,6,827567,0.2783,-0.2483,1.3218,115.0687,-119.9466,-161.6641
wave_right,6,827587,0.3889,-0.2969,1.2546,138.7176,-125.0076,-150.0153
wave_right,6,827607,0.4648,-0.3013,1.1917,154.5878,-127.229,-165.6718
wave_right,6,827627,0.5151,-0.3315,1.0911,163.7405,-129.5267,-226.6947
wave_right,6,827647,0.4512,0.209,1.051,162.3282,-132.0382,-250.1374
wave_right,6,827667,0.5283,0.6812,0.8242,150.0382,-122.6489,-236.5802
wave_right,6,827687,0.5457,0.5576,0.6006,145.7939,-88.4351,-200.2672
wave_right,6,827707,0.4487,0.5537,0.7085,132.7557,-81.1374,-205.8015
wave_right,6,827727,0.4185,0.574,0.6274,135.8397,-106.6641,-206.3588
wave_right,6,827747,0.386,0.8809,0.3933,122.4427,-106.6031,-187.084
wave_right,6,827767,0.3208,0.8887,0.3042,104.6718,-102.1527,-149.9542
wave_right,6,827787,0.3777,0.7329,0.2759,82.7557,-111.374,-147.7023
wave_right,6,827807,0.3413,0.9546,0.1123,62.4656,-122.2519,-150.7863
wave_right,6,827827,0.3359,0.9773,0.0713,49.855,-121.6412,-127.0916
wave_right,6,827847,0.1531,1.0457,-0.0466,30.5114,-120.5115,-97.9389
wave_right,6,827867,0.0684,0.8535,-0.0437,19.6794,-139.1527,-127.6489
wave_right,6,827887,0.0493,1.1704,0.0029,6.1908,-178.9618,-118.4885
wave_right,6,827907,0.1418,1.1604,-0.1577,-10.2824,-193.6641,-83.9771
wave_right,6,827927,0.2756,1.1506,-0.3318,-29.8626,-189.8855,-55.8779
wave_right,6,827947,0.3247,1.1877,-0.2971,-46.8855,-186.9542,-44.2137
wave_right,6,827967,0.3618,1.1956,-0.2903,-64.7786,-192.3512,-35.2061
wave_right,6,827987,0.4021,1.1726,-0.334,-79.9695,-168.6412,-10.7252
wave_right,6,828007,0.3823,1.0647,-0.2815,-91.458,-159.0916,26.9466
wave_right,6,828027,0.4246,0.8442,-0.2651,-92.1908,-152.8168,34.7252
wave_right,6,828047,0.4534,0.78,-0.2058,-87.8092,-136.1908,22.7939
wave_right,6,828067,0.4199,0.7229,-0.1177,-78.0534,-132.3206,6.6794
wave_right,6,828087,0.4529,0.7727,-0.094,-69.1908,-132.3282,0.2443
wave_right,6,828107,0.532,0.7932,-0.0647,-69.3206,-134.5038,6.1908
wave_right,6,828127,0.6042,0.7942,-0.071,-69.6336,-130.6183,17.7328
wave_right,6,828147,0.6448,0.7686,-0.0161,-68.6031,-124.0992,27.2824
